Acad recording => read According two_two   
Day goes => gay Does one_one   
Day gun => guy Dan two_two   
Day hate => hay Date one_one   
Day hate => hay Date two_two   
Day hear => hay Dear one_one   
Day her => hay Der one_one   
Day man => may Dan one_one   
Day man => may Dan two_two   
Day mate => may Date one_one   
Day mate => may Date two_two   
Day mean => may Dean one_one   
Day mid => may Did one_one   
Day pan => pay Dan one_one   
Day pan => pay Dan two_two   
Day per => pay Der one_one   
Day pick => pay Dick one_one   
Day ran => ray Dan one_one   
Day ran => ray Dan two_two   
Day rate => ray Date one_one   
Day rate => ray Date two_two   
Day rear => ray Dear one_one   
Day rid => ray Did one_one   
Day sick => say Dick one_one   
Day son => say Don one_one   
Day wear => way Dear one_one   
Day won => way Don one_one   
Days pan => pays Dan one_one   
Days pan => pays Dan two_two   
Days per => pays Der one_one   
Days pick => pays Dick one_one   
Days ran => rays Dan one_one   
Days ran => rays Dan two_two   
Days rate => rays Date one_one   
Days rate => rays Date two_two   
Days rear => rays Dear one_one   
Days rid => rays Did one_one   
Days sick => says Dick one_one   
Days son => says Don one_one   
Days wear => ways Dear one_one   
Days won => ways Don one_one   
Dean Jan => Jean Dan one_one   
Dean beer => been Dear three_three   
Dean earth => earn Death three_three   
Dean ever => even Dear three_three   
Dean man => mean Dan one_one   
Dean mate => mean Date one_one   
Dean may => mean Day one_one   
Dean mid => mean Did one_one   
Dean pair => pain Dear three_three   
Dean worth => worn Death three_three   
Dear Faith => Fair Death three_three   
Dear bay => bear Day one_one   
Dear been => beer Dean three_three   
Dear even => ever Dean three_three   
Dear faith => fair Death three_three   
Dear fan => fear Dan one_one   
Dear fate => fear Date one_one   
Dear gate => gear Date one_one   
Dear gay => gear Day one_one   
Dear goes => gear Does one_one   
Dear hate => hear Date one_one   
Dear hay => hear Day one_one   
Dear her => hear Der one_one   
Dear her => hear Der two_two   
Dear non => near Don one_one   
Dear pain => pair Dean three_three   
Dear ran => rear Dan one_one   
Dear rate => rear Date one_one   
Dear ray => rear Day one_one   
Dear rays => rear Days one_one   
Dear rid => rear Did one_one   
Dear way => wear Day one_one   
Dear ways => wear Days one_one   
Dear won => wear Don one_one   
Dear youth => your Death three_three   
Death Fair => Faith Dear three_three   
Death earn => earth Dean three_three   
Death fair => faith Dear three_three   
Death worn => worth Dean three_three   
Death your => youth Dear three_three   
Defence offense => offence Defense two_two   
Defence offense => offence Defense three_three   
Defense offence => offense Defence two_two   
Defense offence => offense Defence three_three   
Der Hon => Her Don one_one   
Der hate => her Date one_one   
Der hay => her Day one_one   
Der hear => her Dear one_one   
Der hear => her Dear two_two   
Der pan => per Dan one_one   
Der pay => per Day one_one   
Der pays => per Days one_one   
Der pick => per Dick one_one   
Dick bad => back Did two_two   
Dick pan => pick Dan one_one   
Dick pay => pick Day one_one   
Dick pays => pick Days one_one   
Dick per => pick Der one_one   
Dick rod => rock Did two_two   
Dick say => sick Day one_one   
Dick says => sick Days one_one   
Dick son => sick Don one_one   
Did back => bad Dick two_two   
Did fee => fed Die two_two   
Did man => mid Dan one_one   
Did mate => mid Date one_one   
Did may => mid Day one_one   
Did mean => mid Dean one_one   
Did ran => rid Dan one_one   
Did rate => rid Date one_one   
Did ray => rid Day one_one   
Did rays => rid Days one_one   
Did rear => rid Dear one_one   
Did restrict => red District two_two   
Did revision => red Division two_two   
Did rock => rod Dick two_two   
Did une => und Die two_two   
Die cargo => car Diego three_three   
Die fed => fee Did two_two   
Die ton => tie Don one_one   
Die und => une Did two_two   
Diego car => cargo Die three_three   
District red => restrict Did two_two   
District revision => restrict Division two_two   
Division red => revision Did two_two   
Division restrict => revision District two_two   
Doctor fan => factor Don two_two   
Doctor sees => sector Does two_two   
Does gate => goes Date one_one   
Does gay => goes Day one_one   
Does gear => goes Dear one_one   
Does sector => sees Doctor two_two   
Does tin => ties Don two_two   
Don Her => Hon Der one_one   
Don Herald => Her Donald three_three   
Don San => Son Dan one_one   
Don can => con Dan one_one   
Don factor => fan Doctor two_two   
Don near => non Dear one_one   
Don say => son Day one_one   
Don says => son Days one_one   
Don sick => son Dick one_one   
Don tie => ton Die one_one   
Don ties => tin Does two_two   
Don van => von Dan one_one   
Don way => won Day one_one   
Don ways => won Days one_one   
Don wear => won Dear one_one   
Donald Her => Herald Don three_three   
Donald RNA => Ronald DNA one_one   
Donald Rate => Ronald Date one_one   
Donald Ray => Ronald Day one_one   
Duke catch => cake Dutch two_two   
Duke match => make Dutch two_two   
Dutch cake => catch Duke two_two   
Dutch make => match Duke two_two   
Each must => much East two_two   
Each sister => sich Easter two_two   
Earl Billy => Bill Early three_three   
Earl death => deal Earth three_three   
Earl faith => fail Earth three_three   
Earl fully => full Early three_three   
Earl south => soul Earth three_three   
Earl tooth => tool Earth three_three   
Early Bill => Billy Earl three_three   
Early full => fully Earl three_three   
Early truth => truly Earth three_three   
Earth deal => death Earl three_three   
Earth fail => faith Earl three_three   
Earth soul => south Earl three_three   
Earth tool => tooth Earl three_three   
Earth truly => truth Early three_three   
East Hunter => Hunt Easter three_three   
East Porter => Port Easter three_three   
East Western => West Eastern two_two   
East Western => West Eastern three_three   
East center => cent Easter three_three   
East faster => fast Easter one_one   
East faster => fast Easter two_two   
East faster => fast Easter three_three   
East much => must Each two_two   
East western => west Eastern two_two   
East western => west Eastern three_three   
Easter Hunt => Hunter East three_three   
Easter Port => Porter East three_three   
Easter cent => center East three_three   
Easter fast => faster East one_one   
Easter fast => faster East two_two   
Easter fast => faster East three_three   
Easter sich => sister Each two_two   
Eastern West => Western East two_two   
Eastern West => Western East three_three   
Eastern west => western East two_two   
Eastern west => western East three_three   
Edited station => stated Edition three_three   
Edition sector => section Editor three_three   
Edition stated => station Edited three_three   
Editor section => sector Edition three_three   
Effect and => affect End one_one   
Effects and => affects End one_one   
Ellen And => Allen End one_one   
Ellen Ave => Allen Eve one_one   
End Allen => And Ellen one_one   
End Ave => And Eve one_one   
End affect => and Effect one_one   
End affects => and Effects one_one   
Evans been => beans Even two_two   
Eve Allen => Ave Ellen one_one   
Eve And => Ave End one_one   
Eve Perry => Per Every three_three   
Eve Then => The Even two_two   
Eve Then => The Even three_three   
Eve carry => car Every three_three   
Eve seen => see Even two_two   
Eve seen => see Even three_three   
Eve then => the Even two_two   
Eve then => the Even three_three   
Even The => Then Eve two_two   
Even The => Then Eve three_three   
Even beans => been Evans two_two   
Even see => seen Eve two_two   
Even see => seen Eve three_three   
Even the => then Eve two_two   
Even the => then Eve three_three   
Even worry => worn Every three_three   
Every Per => Perry Eve three_three   
Every car => carry Eve three_three   
Every worn => worry Even three_three   
Factors sell => sectors Fall two_two   
Fair Death => Dear Faith three_three   
Fair death => dear Faith three_three   
Fair hall => hair Fall one_one   
Fair hall => hair Fall two_two   
Fair harm => hair Farm one_one   
Fair harm => hair Farm two_two   
Fair hell => heir Fall two_two   
Fair her => heir Far two_two   
Fair hour => hair Four one_one   
Fair par => pair Far one_one   
Fair par => pair Far two_two   
Fair pigs => pair Figs one_one   
Fair pile => pair File one_one   
Fair pine => pair Fine one_one   
Fair por => pair For one_one   
Fair port => pair Fort one_one   
Fair pour => pair Four one_one   
Fair pull => pair Full one_one   
Fair youth => your Faith three_three   
Faith Dear => Death Fair three_three   
Faith dear => death Fair three_three   
Faith your => youth Fair three_three   
Fall War => Wall Far one_one   
Fall War => Wall Far two_two   
Fall Wood => Wall Food one_one   
Fall Word => Wall Ford one_one   
Fall bar => ball Far one_one   
Fall bar => ball Far two_two   
Fall big => ball Fig one_one   
Fall bind => ball Find one_one   
Fall box => ball Fox one_one   
Fall bull => ball Full one_one   
Fall car => call Far one_one   
Fall car => call Far two_two   
Fall cord => call Ford one_one   
Fall hair => hall Fair one_one   
Fall hair => hall Fair two_two   
Fall harm => hall Farm one_one   
Fall harm => hall Farm two_two   
Fall heir => hell Fair two_two   
Fall her => hell Far two_two   
Fall hour => hall Four one_one   
Fall sectors => sell Factors two_two   
Fall term => tell Farm two_two   
Fall tour => tall Four one_one   
Fall tree => tall Free one_one   
Fall war => wall Far one_one   
Fall war => wall Far two_two   
Fall warm => wall Farm one_one   
Fall warm => wall Farm two_two   
Fall wind => wall Find one_one   
Fall wine => wall Fine one_one   
Fall wire => wall Fire one_one   
Fall wish => wall Fish one_one   
Fall wood => wall Food one_one   
Fall word => wall Ford one_one   
Falls bar => balls Far one_one   
Falls bar => balls Far two_two   
Falls big => balls Fig one_one   
Falls bind => balls Find one_one   
Falls box => balls Fox one_one   
Falls bull => balls Full one_one   
Falls car => calls Far one_one   
Falls car => calls Far two_two   
Falls cord => calls Ford one_one   
Falls term => tells Farm two_two   
Falls war => walls Far one_one   
Falls war => walls Far two_two   
Falls warm => walls Farm one_one   
Falls warm => walls Farm two_two   
Falls wind => walls Find one_one   
Falls wine => walls Fine one_one   
Falls wire => walls Fire one_one   
Falls wish => walls Fish one_one   
Falls wood => walls Food one_one   
Falls word => walls Ford one_one   
Far Big => Bar Fig one_one   
Far Box => Bar Fox one_one   
Far Bull => Bar Full one_one   
Far Wall => War Fall one_one   
Far Wall => War Fall two_two   
Far Wood => War Food one_one   
Far Word => War Ford one_one   
Far ball => bar Fall one_one   
Far ball => bar Fall two_two   
Far balls => bar Falls one_one   
Far balls => bar Falls two_two   
Far big => bar Fig one_one   
Far bind => bar Find one_one   
Far box => bar Fox one_one   
Far bull => bar Full one_one   
Far call => car Fall one_one   
Far call => car Fall two_two   
Far calls => car Falls one_one   
Far calls => car Falls two_two   
Far cord => car Ford one_one   
Far heir => her Fair two_two   
Far hell => her Fall two_two   
Far pair => par Fair one_one   
Far pair => par Fair two_two   
Far pigs => par Figs one_one   
Far pile => par File one_one   
Far pine => par Fine one_one   
Far por => par For one_one   
Far port => par Fort one_one   
Far pour => par Four one_one   
Far pull => par Full one_one   
Far seem => see Farm three_three   
Far team => tea Farm three_three   
Far them => the Farm three_three   
Far wall => war Fall one_one   
Far wall => war Fall two_two   
Far walls => war Falls one_one   
Far walls => war Falls two_two   
Far warm => war Farm one_one   
Far warm => war Farm two_two   
Far warm => war Farm three_three   
Far whom => who Farm three_three   
Far wind => war Find one_one   
Far wine => war Fine one_one   
Far wire => war Fire one_one   
Far wish => war Fish one_one   
Far wood => war Food one_one   
Far word => war Ford one_one   
Farm hair => harm Fair one_one   
Farm hair => harm Fair two_two   
Farm hall => harm Fall one_one   
Farm hall => harm Fall two_two   
Farm hour => harm Four one_one   
Farm see => seem Far three_three   
Farm tea => team Far three_three   
Farm tell => term Fall two_two   
Farm tells => term Falls two_two   
Farm the => them Far three_three   
Farm wall => warm Fall one_one   
Farm wall => warm Fall two_two   
Farm walls => warm Falls one_one   
Farm walls => warm Falls two_two   
Farm war => warm Far one_one   
Farm war => warm Far two_two   
Farm war => warm Far three_three   
Farm who => whom Far three_three   
